counter_id,counter,daily_range_high,daily_range_low,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
4180,FMBCH,,,74.5,85.5,74.5,74.5,0.0,0.62,0.83,5.43,18.42,2.82,183139.63,9942.0,2458250000.0,2021-12-14,14:35:47
4181,ICON,,,11.01,12.89,12.89,12.89,0.0,0.23,1.78,9.99,10.01,1.06,86105.2,8604.76,6680000000.0,2021-12-14,14:35:47
4182,ILLOVO,300.0,300.0,0.0,300.0,300.0,300.0,3300.0,18.0,6.0,9.56,10.46,2.43,214033.32,20469.0,713444391.0,2021-12-14,14:35:47
4183,MPICO,,,17.6,20.7,20.69,20.69,0.0,0.28,1.35,8.9,11.24,1.09,47546.6,4231.03,2298047460.0,2021-12-14,14:35:47
4184,NBM,800.0,800.0,800.0,0.0,800.0,800.0,7.0,27.84,3.48,6.0,16.67,3.17,373545.39,22406.0,466931738.0,2021-12-14,14:35:47
4185,NBS,22.9,22.9,22.5,22.9,22.9,22.9,1278.0,1.15,5.02,10.58,9.45,3.48,66652.13,7049.75,2910573356.0,2021-12-14,14:35:47
4186,NICO,55.0,55.0,47.0,55.0,55.0,55.0,60487.0,2.3,4.18,17.44,5.73,1.43,57367.26,10004.0,1043041096.0,2021-12-14,14:35:47
4187,NITL,,,90.0,94.99,94.99,94.99,0.0,1.3,1.37,11.53,8.67,0.99,12823.65,1478.52,135000000.0,2021-12-14,14:35:47
4188,OMU,,,0.0,1785.0,2099.99,2099.99,0.0,18.25,0.87,-2.27,-44.12,2.88,34155.58,-774.07,16264639.0,2021-12-14,14:35:47
4189,PCL,,,0.0,1712.62,1712.62,1712.62,0.0,31.0,1.81,1.74,57.37,1.3,205952.52,3590.0,120255820.0,2021-12-14,14:35:47
4190,STANDARD,,,1400.0,0.0,1400.0,1400.0,0.0,44.74,3.2,7.23,13.84,3.11,328535.43,23743.0,234668162.0,2021-12-14,14:35:47
4191,SUNBIRD,,,90.01,0.0,90.01,90.01,0.0,0.0,0.0,-5.01,-19.96,0.87,23545.05,-1179.85,261582580.0,2021-12-14,14:35:47
4192,TNM,22.92,22.92,19.51,22.92,22.93,22.92,11739.0,0.4,1.75,3.36,29.78,5.24,230127.11,7728.0,10040450000.0,2021-12-14,14:35:47
4193,AIRTEL,,,0.0,37.0,37.0,37.0,0.0,2.1,5.68,5.43,18.42,16.89,407000.0,22091.0,11000000000.0,2021-12-15,14:32:58
4194,BHL,,,11.0,0.0,11.01,11.01,0.0,0.0,0.0,-4.91,-20.38,1.37,9245.66,-453.77,839750705.0,2021-12-15,14:32:58
4195,FDHB,15.5,14.0,13.0,15.0,14.0,14.46,1469203.0,0.43,2.97,14.02,7.13,3.7,99788.91,13988.78,6901031250.0,2021-12-15,14:32:58
4196,FMBCH,,,74.5,85.5,74.5,74.5,0.0,0.62,0.83,5.43,18.42,2.82,183139.63,9942.0,2458250000.0,2021-12-15,14:32:58
4197,ICON,,,10.96,12.89,12.89,12.89,0.0,0.23,1.78,9.99,10.01,1.06,86105.2,8604.76,6680000000.0,2021-12-15,14:32:58
4198,ILLOVO,,,0.0,300.0,300.0,300.0,0.0,18.0,6.0,9.56,10.46,2.43,214033.32,20469.0,713444391.0,2021-12-15,14:32:58
4199,MPICO,,,17.6,20.7,20.69,20.69,0.0,0.28,1.35,8.9,11.24,1.09,47546.6,4231.03,2298047460.0,2021-12-15,14:32:58
4200,NBM,,,800.0,0.0,800.0,800.0,0.0,27.84,3.48,6.0,16.67,3.17,373545.39,22406.0,466931738.0,2021-12-15,14:32:58
4201,NBS,,,22.5,22.9,22.9,22.9,0.0,1.15,5.02,10.58,9.45,3.48,66652.13,7049.75,2910573356.0,2021-12-15,14:32:58
4202,NICO,,,47.0,55.0,55.0,55.0,0.0,2.3,4.18,17.44,5.73,1.43,57367.26,10004.0,1043041096.0,2021-12-15,14:32:58
4203,NITL,,,90.0,94.99,94.99,94.99,0.0,1.3,1.37,11.53,8.67,0.99,12823.65,1478.52,135000000.0,2021-12-15,14:32:58
4204,OMU,,,0.0,2099.99,2099.99,2099.99,0.0,18.25,0.87,-2.27,-44.12,2.88,34155.58,-774.07,16264639.0,2021-12-15,14:32:58
4205,PCL,,,0.0,1712.62,1712.62,1712.62,0.0,31.0,1.81,1.74,57.37,1.3,205952.52,3590.0,120255820.0,2021-12-15,14:32:58
4206,STANDARD,,,1400.0,0.0,1400.0,1400.0,0.0,44.74,3.2,7.23,13.84,3.11,328535.43,23743.0,234668162.0,2021-12-15,14:32:58
4207,SUNBIRD,,,90.01,0.0,90.01,90.01,0.0,0.0,0.0,-5.01,-19.96,0.87,23545.05,-1179.85,261582580.0,2021-12-15,14:32:58
4208,TNM,,,19.5,22.92,22.92,22.92,0.0,0.4,1.75,3.36,29.78,5.24,230127.11,7728.0,10040450000.0,2021-12-15,14:32:58
4209,AIRTEL,37.0,37.0,0.0,37.0,37.0,37.0,395.0,2.1,5.68,5.43,18.42,16.89,407000.0,22091.0,11000000000.0,2021-12-16,14:39:40
4210,BHL,,,11.0,0.0,11.01,11.01,0.0,0.0,0.0,-4.91,-20.38,1.37,9245.66,-453.77,839750705.0,2021-12-16,14:39:40
4211,FDHB,15.85,15.0,13.0,15.85,14.46,15.51,500000.0,0.43,2.77,13.07,7.65,3.97,107034.99,13988.78,6901031250.0,2021-12-16,14:39:40
4212,FMBCH,80.0,80.0,80.0,85.5,74.5,80.0,50000.0,0.62,0.78,5.06,19.78,3.03,196660.0,9942.0,2458250000.0,2021-12-16,14:39:40
4213,ICON,12.89,12.89,10.96,12.89,12.89,12.89,2500.0,0.23,1.78,9.99,10.01,1.06,86105.2,8604.76,6680000000.0,2021-12-16,14:39:40
4214,ILLOVO,,,260.0,300.0,300.0,300.0,0.0,18.0,6.0,9.56,10.46,2.43,214033.32,20469.0,713444391.0,2021-12-16,14:39:40
4215,MPICO,20.7,20.7,17.6,20.7,20.69,20.7,1500.0,0.28,1.35,8.89,11.24,1.09,47569.58,4231.03,2298047460.0,2021-12-16,14:39:40
4216,NBM,,,800.0,0.0,800.0,800.0,0.0,27.84,3.48,6.0,16.67,3.17,373545.39,22406.0,466931738.0,2021-12-16,14:39:40
4217,NBS,22.9,22.9,22.5,22.9,22.9,22.9,1500.0,1.15,5.02,10.58,9.45,3.48,66652.13,7049.75,2910573356.0,2021-12-16,14:39:40
4218,NICO,,,47.0,55.0,55.0,55.0,0.0,2.3,4.18,17.44,5.73,1.43,57367.26,10004.0,1043041096.0,2021-12-16,14:39:40
4219,NITL,,,90.0,94.99,94.99,94.99,0.0,1.3,1.37,11.53,8.67,0.99,12823.65,1478.52,135000000.0,2021-12-16,14:39:40
4220,OMU,,,0.0,2099.99,2099.99,2099.99,0.0,18.25,0.87,-2.27,-44.12,2.88,34155.58,-774.07,16264639.0,2021-12-16,14:39:40
4221,PCL,,,0.0,1712.62,1712.62,1712.62,0.0,31.0,1.81,1.74,57.37,1.3,205952.52,3590.0,120255820.0,2021-12-16,14:39:40
4222,STANDARD,,,1400.0,0.0,1400.0,1400.0,0.0,44.74,3.2,7.23,13.84,3.11,328535.43,23743.0,234668162.0,2021-12-16,14:39:40
4223,SUNBIRD,,,90.01,0.0,90.01,90.01,0.0,0.0,0.0,-5.01,-19.96,0.87,23545.05,-1179.85,261582580.0,2021-12-16,14:39:40
4224,TNM,22.92,22.92,19.5,22.92,22.92,22.92,1000.0,0.4,1.75,3.36,29.78,5.24,230127.11,7728.0,10040450000.0,2021-12-16,14:39:40
4225,AIRTEL,37.0,37.0,0.0,37.0,37.0,37.0,100.0,2.1,5.68,5.43,18.42,16.89,407000.0,22091.0,11000000000.0,2021-12-17,14:44:05
4226,BHL,,,11.01,0.0,11.01,11.01,0.0,0.0,0.0,-4.91,-20.38,1.37,9245.66,-453.77,839750705.0,2021-12-17,14:44:05
4227,FDHB,15.84,15.84,14.0,15.84,15.51,15.84,100.0,0.43,2.71,12.8,7.81,4.05,109312.34,13988.78,6901031250.0,2021-12-17,14:44:05
4228,FMBCH,,,80.0,85.5,80.0,80.0,0.0,0.62,0.78,5.06,19.78,3.03,196660.0,9942.0,2458250000.0,2021-12-17,14:44:05
4229,ICON,,,10.96,12.89,12.89,12.89,0.0,0.23,1.78,9.99,10.01,1.06,86105.2,8604.76,6680000000.0,2021-12-17,14:44:05
4230,ILLOVO,,,260.0,300.0,300.0,300.0,0.0,18.0,6.0,9.56,10.46,2.43,214033.32,20469.0,713444391.0,2021-12-17,14:44:05
4231,MPICO,20.7,20.7,17.6,20.7,20.7,20.7,100.0,0.28,1.35,8.89,11.24,1.09,47569.58,4231.03,2298047460.0,2021-12-17,14:44:05
4232,NBM,810.0,810.0,800.0,810.0,800.0,810.0,3000.0,27.84,3.44,5.92,16.88,3.21,378214.71,22406.0,466931738.0,2021-12-17,14:44:05
4233,NBS,22.9,22.9,22.5,22.9,22.9,22.9,100.0,1.15,5.02,10.58,9.45,3.48,66652.13,7049.75,2910573356.0,2021-12-17,14:44:05
4234,NICO,55.0,55.0,55.0,0.0,55.0,55.0,11207.0,2.3,4.18,17.44,5.73,1.43,57367.26,10004.0,1043041096.0,2021-12-17,14:44:05
4235,NITL,,,90.0,94.99,94.99,94.99,0.0,1.3,1.37,11.53,8.67,0.99,12823.65,1478.52,135000000.0,2021-12-17,14:44:05
4236,OMU,,,0.0,2099.99,2099.99,2099.99,0.0,18.25,0.87,-2.27,-44.12,2.88,34155.58,-774.07,16264639.0,2021-12-17,14:44:05
4237,PCL,1712.62,1712.62,0.0,1900.0,1712.62,1712.62,1500.0,31.0,1.81,1.74,57.37,1.3,205952.52,3590.0,120255820.0,2021-12-17,14:44:05
4238,STANDARD,1400.0,1400.0,0.0,0.0,1400.0,1400.0,1453.0,44.74,3.2,7.23,13.84,3.11,328535.43,23743.0,234668162.0,2021-12-17,14:44:05
4239,SUNBIRD,,,90.01,0.0,90.01,90.01,0.0,0.0,0.0,-5.01,-19.96,0.87,23545.05,-1179.85,261582580.0,2021-12-17,14:44:05
4240,TNM,22.92,22.92,19.5,22.92,22.92,22.92,100.0,0.4,1.75,3.36,29.78,5.24,230127.11,7728.0,10040450000.0,2021-12-17,14:44:05
4241,AIRTEL,37.0,37.0,0.0,37.0,37.0,37.0,37705.0,2.1,5.68,5.43,18.42,16.89,407000.0,22091.0,11000000000.0,2021-12-20,14:43:02
4242,BHL,,,11.01,0.0,11.01,11.01,0.0,0.0,0.0,-4.91,-20.38,1.37,9245.66,-453.77,839750705.0,2021-12-20,14:43:02
4243,FDHB,,,14.0,15.84,15.84,15.84,0.0,0.43,2.71,12.8,7.81,4.05,109312.34,13988.78,6901031250.0,2021-12-20,14:43:02
4244,FMBCH,,,80.0,85.5,80.0,80.0,0.0,0.62,0.78,5.06,19.78,3.03,196660.0,9942.0,2458250000.0,2021-12-20,14:43:02
4245,ICON,,,10.96,12.89,12.89,12.89,0.0,0.23,1.78,9.99,10.01,1.06,86105.2,8604.76,6680000000.0,2021-12-20,14:43:02
4246,ILLOVO,,,260.0,300.0,300.0,300.0,0.0,18.0,6.0,9.56,10.46,2.43,214033.32,20469.0,713444391.0,2021-12-20,14:43:02
4247,MPICO,,,17.6,20.7,20.7,20.7,0.0,0.28,1.35,8.89,11.24,1.09,47569.58,4231.03,2298047460.0,2021-12-20,14:43:02
4248,NBM,810.0,810.0,810.0,0.0,810.0,810.0,2000.0,27.84,3.44,5.92,16.88,3.21,378214.71,22406.0,466931738.0,2021-12-20,14:43:02
4249,NBS,,,22.5,22.9,22.9,22.9,0.0,1.15,5.02,10.58,9.45,3.48,66652.13,7049.75,2910573356.0,2021-12-20,14:43:02
4250,NICO,,,47.0,0.0,55.0,55.0,0.0,2.3,4.18,17.44,5.73,1.43,57367.26,10004.0,1043041096.0,2021-12-20,14:43:02
4251,NITL,,,90.0,94.99,94.99,94.99,0.0,1.3,1.37,11.53,8.67,0.99,12823.65,1478.52,135000000.0,2021-12-20,14:43:02
4252,OMU,,,0.0,2099.99,2099.99,2099.99,0.0,18.25,0.87,-2.27,-44.12,2.88,34155.58,-774.07,16264639.0,2021-12-20,14:43:02
4253,PCL,1900.0,1900.0,0.0,1900.0,1712.62,1900.0,1500.0,31.0,1.63,1.57,63.65,1.45,228486.06,3590.0,120255820.0,2021-12-20,14:43:02
4254,STANDARD,1400.0,1400.0,0.0,0.0,1400.0,1400.0,5259.0,44.74,3.2,7.23,13.84,3.11,328535.43,23743.0,234668162.0,2021-12-20,14:43:02
4255,SUNBIRD,,,90.01,0.0,90.01,90.01,0.0,0.0,0.0,-5.01,-19.96,0.87,23545.05,-1179.85,261582580.0,2021-12-20,14:43:02
4256,TNM,22.92,22.92,19.5,22.92,22.92,22.92,30000.0,0.4,1.75,3.36,29.78,5.24,230127.11,7728.0,10040450000.0,2021-12-20,14:43:02
4257,AIRTEL,37.0,37.0,0.0,37.0,37.0,37.0,20034.0,2.1,5.68,5.43,18.42,16.89,407000.0,22091.0,11000000000.0,2021-12-21,14:34:35
4258,BHL,,,11.01,0.0,11.01,11.01,0.0,0.0,0.0,-4.91,-20.38,1.37,9245.66,-453.77,839750705.0,2021-12-21,14:34:35
4259,FDHB,,,14.0,15.84,15.84,15.84,0.0,0.43,2.71,12.8,7.81,4.05,109312.34,13988.78,6901031250.0,2021-12-21,14:34:35
4260,FMBCH,,,80.0,85.5,80.0,80.0,0.0,0.62,0.78,5.06,19.78,3.03,196660.0,9942.0,2458250000.0,2021-12-21,14:34:35
4261,ICON,,,10.96,12.89,12.89,12.89,0.0,0.23,1.78,9.99,10.01,1.06,86105.2,8604.76,6680000000.0,2021-12-21,14:34:35
4262,ILLOVO,,,260.0,300.0,300.0,300.0,0.0,18.0,6.0,9.56,10.46,2.43,214033.32,20469.0,713444391.0,2021-12-21,14:34:35
4263,MPICO,21.0,21.0,17.6,20.7,20.7,21.0,4518526.0,0.28,1.33,8.77,11.41,1.11,48259.0,4231.03,2298047460.0,2021-12-21,14:34:35
4264,NBM,,,810.0,0.0,810.0,810.0,0.0,27.84,3.44,5.92,16.88,3.21,378214.71,22406.0,466931738.0,2021-12-21,14:34:35
4265,NBS,22.9,22.9,22.5,22.9,22.9,22.9,21542.0,1.15,5.02,10.58,9.45,3.48,66652.13,7049.75,2910573356.0,2021-12-21,14:34:35
4266,NICO,,,47.0,0.0,55.0,55.0,0.0,2.3,4.18,17.44,5.73,1.43,57367.26,10004.0,1043041096.0,2021-12-21,14:34:35
4267,NITL,94.99,94.99,90.0,94.99,94.99,94.99,90.0,1.3,1.37,11.53,8.67,0.99,12823.65,1478.52,135000000.0,2021-12-21,14:34:35
4268,OMU,,,0.0,2099.99,2099.99,2099.99,0.0,18.25,0.87,-2.27,-44.12,2.88,34155.58,-774.07,16264639.0,2021-12-21,14:34:35
4269,PCL,1900.0,1900.0,1900.0,0.0,1900.0,1900.0,39013.0,31.0,1.63,1.57,63.65,1.45,228486.06,3590.0,120255820.0,2021-12-21,14:34:35
4270,STANDARD,,,1400.0,0.0,1400.0,1400.0,0.0,44.74,3.2,7.23,13.84,3.11,328535.43,23743.0,234668162.0,2021-12-21,14:34:35
4271,SUNBIRD,,,90.01,0.0,90.01,90.01,0.0,0.0,0.0,-5.01,-19.96,0.87,23545.05,-1179.85,261582580.0,2021-12-21,14:34:35
4272,TNM,22.92,22.92,19.5,22.92,22.92,22.92,1275.0,0.4,1.75,3.36,29.78,5.24,230127.11,7728.0,10040450000.0,2021-12-21,14:34:35
4273,AIRTEL,37.0,37.0,0.0,37.0,37.0,37.0,522.0,2.1,5.68,5.43,18.42,16.89,407000.0,22091.0,11000000000.0,2021-12-22,14:41:58
4274,BHL,11.01,11.01,0.0,11.01,11.01,11.01,50.0,0.0,0.0,-4.91,-20.38,1.37,9245.66,-453.77,839750705.0,2021-12-22,14:41:58
4275,FDHB,,,14.0,15.84,15.84,15.84,0.0,0.43,2.71,12.8,7.81,4.05,109312.34,13988.78,6901031250.0,2021-12-22,14:41:58
4276,FMBCH,,,80.0,85.5,80.0,80.0,0.0,0.62,0.78,5.06,19.78,3.03,196660.0,9942.0,2458250000.0,2021-12-22,14:41:58
4277,ICON,,,10.96,12.89,12.89,12.89,0.0,0.23,1.78,9.99,10.01,1.06,86105.2,8604.76,6680000000.0,2021-12-22,14:41:58
4278,ILLOVO,,,260.0,300.0,300.0,300.0,0.0,18.0,6.0,9.56,10.46,2.43,214033.32,20469.0,713444391.0,2021-12-22,14:41:58
4279,MPICO,,,17.85,20.7,21.0,21.0,0.0,0.28,1.33,8.77,11.41,1.11,48259.0,4231.03,2298047460.0,2021-12-22,14:41:58
4280,NBM,,,810.1,810.11,810.0,810.0,0.0,27.84,3.44,5.92,16.88,3.21,378214.71,22406.0,466931738.0,2021-12-22,14:41:58
4281,NBS,22.9,22.9,21.0,22.9,22.9,22.9,86290.0,1.15,5.02,10.58,9.45,3.48,66652.13,7049.75,2910573356.0,2021-12-22,14:41:58
4282,NICO,,,47.0,55.0,55.0,55.0,0.0,2.3,4.18,17.44,5.73,1.43,57367.26,10004.0,1043041096.0,2021-12-22,14:41:58
4283,NITL,94.99,90.0,90.0,94.99,94.99,94.98,328980.0,1.3,1.37,11.53,8.67,0.99,12822.3,1478.52,135000000.0,2021-12-22,14:41:58
4284,OMU,,,0.0,1785.0,2099.99,2099.99,0.0,18.25,0.87,-2.27,-44.12,2.88,34155.58,-774.07,16264639.0,2021-12-22,14:41:58
4285,PCL,1900.0,1900.0,0.0,1900.0,1900.0,1900.0,10987.0,31.0,1.63,1.57,63.65,1.45,228486.06,3590.0,120255820.0,2021-12-22,14:41:58
4286,STANDARD,1400.0,1400.0,1400.0,0.0,1400.0,1400.0,579.0,44.74,3.2,7.23,13.84,3.11,328535.43,23743.0,234668162.0,2021-12-22,14:41:58
4287,SUNBIRD,,,76.6,0.0,90.01,90.01,0.0,0.0,0.0,-5.01,-19.96,0.87,23545.05,-1179.85,261582580.0,2021-12-22,14:41:58
4288,TNM,22.92,22.92,19.5,22.92,22.92,22.92,1052.0,0.4,1.75,3.36,29.78,5.24,230127.11,7728.0,10040450000.0,2021-12-22,14:41:58
4289,AIRTEL,,,0.0,36.99,37.0,37.0,0.0,2.1,5.68,5.43,18.42,16.89,407000.0,22091.0,11000000000.0,2021-12-23,14:36:51
4290,BHL,,,0.0,11.01,11.01,11.01,0.0,0.0,0.0,-4.91,-20.38,1.37,9245.66,-453.77,839750705.0,2021-12-23,14:36:51
4291,FDHB,,,14.0,15.84,15.84,15.84,0.0,0.43,2.71,12.8,7.81,4.05,109312.34,13988.78,6901031250.0,2021-12-23,14:36:51
4292,FMBCH,80.0,80.0,80.0,85.5,80.0,80.0,5000.0,0.62,0.78,5.06,19.78,3.03,196660.0,9942.0,2458250000.0,2021-12-23,14:36:51
4293,ICON,,,10.96,12.89,12.89,12.89,0.0,0.23,1.78,9.99,10.01,1.06,86105.2,8604.76,6680000000.0,2021-12-23,14:36:51
4294,ILLOVO,,,260.0,300.0,300.0,300.0,0.0,18.0,6.0,9.56,10.46,2.43,214033.32,20469.0,713444391.0,2021-12-23,14:36:51
4295,MPICO,,,17.85,20.7,21.0,21.0,0.0,0.28,1.33,8.77,11.41,1.11,48259.0,4231.03,2298047460.0,2021-12-23,14:36:51
4296,NBM,,,810.1,0.0,810.0,810.0,0.0,27.84,3.44,5.92,16.88,3.21,378214.71,22406.0,466931738.0,2021-12-23,14:36:51
4297,NBS,22.9,22.9,21.0,22.9,22.9,22.9,14462.0,1.15,5.02,10.58,9.45,3.48,66652.13,7049.75,2910573356.0,2021-12-23,14:36:51
4298,NICO,,,47.0,55.0,55.0,55.0,0.0,2.3,4.18,17.44,5.73,1.43,57367.26,10004.0,1043041096.0,2021-12-23,14:36:51
4299,NITL,,,90.0,94.99,94.98,94.98,0.0,1.3,1.37,11.53,8.67,0.99,12822.3,1478.52,135000000.0,2021-12-23,14:36:51
4300,OMU,2099.99,2099.99,0.0,1785.0,2099.99,2099.99,70000.0,18.25,0.87,-2.27,-44.12,2.88,34155.58,-774.07,16264639.0,2021-12-23,14:36:51
4301,PCL,,,0.0,1900.0,1900.0,1900.0,0.0,31.0,1.63,1.57,63.65,1.45,228486.06,3590.0,120255820.0,2021-12-23,14:36:51
4302,STANDARD,,,1400.0,0.0,1400.0,1400.0,0.0,44.74,3.2,7.23,13.84,3.11,328535.43,23743.0,234668162.0,2021-12-23,14:36:51
4303,SUNBIRD,,,76.6,0.0,90.01,90.01,0.0,0.0,0.0,-5.01,-19.96,0.87,23545.05,-1179.85,261582580.0,2021-12-23,14:36:51
4304,TNM,22.92,22.92,19.5,22.92,22.92,22.92,32300.0,0.4,1.75,3.36,29.78,5.24,230127.11,7728.0,10040450000.0,2021-12-23,14:36:51
4305,AIRTEL,37.0,36.99,37.0,39.95,37.0,37.0,295720.0,2.1,5.68,5.43,18.42,16.89,407000.0,22091.0,11000000000.0,2021-12-24,14:41:41
4306,BHL,,,0.0,11.01,11.01,11.01,0.0,0.0,0.0,-4.91,-20.38,1.37,9245.66,-453.77,839750705.0,2021-12-24,14:41:41
4307,FDHB,15.84,15.83,14.0,15.83,15.84,15.84,101847.0,0.43,2.71,12.8,7.81,4.05,109312.34,13988.78,6901031250.0,2021-12-24,14:41:41
4308,FMBCH,,,80.0,85.5,80.0,80.0,0.0,0.62,0.78,5.06,19.78,3.03,196660.0,9942.0,2458250000.0,2021-12-24,14:41:41
4309,ICON,12.89,12.89,10.96,12.89,12.89,12.89,3407.0,0.23,1.78,9.99,10.01,1.06,86105.2,8604.76,6680000000.0,2021-12-24,14:41:41
4310,ILLOVO,300.0,300.0,260.0,300.0,300.0,300.0,4000.0,18.0,6.0,9.56,10.46,2.43,214033.32,20469.0,713444391.0,2021-12-24,14:41:41
4311,MPICO,20.7,20.7,17.85,20.7,21.0,20.7,3782.0,0.28,1.35,8.89,11.24,1.09,47569.58,4231.03,2298047460.0,2021-12-24,14:41:41
4312,NBM,810.11,810.11,810.11,0.0,810.0,810.11,1300.0,27.84,3.44,5.92,16.88,3.21,378266.07,22406.0,466931738.0,2021-12-24,14:41:41
4313,NBS,22.9,22.9,21.0,22.9,22.9,22.9,851.0,1.15,5.02,10.58,9.45,3.48,66652.13,7049.75,2910573356.0,2021-12-24,14:41:41
4314,NICO,,,47.0,55.0,55.0,55.0,0.0,2.3,4.18,17.44,5.73,1.43,57367.26,10004.0,1043041096.0,2021-12-24,14:41:41
4315,NITL,,,90.0,94.99,94.98,94.98,0.0,1.3,1.37,11.53,8.67,0.99,12822.3,1478.52,135000000.0,2021-12-24,14:41:41
4316,OMU,,,0.0,1785.0,2099.99,2099.99,0.0,18.25,0.87,-2.27,-44.12,2.88,34155.58,-774.07,16264639.0,2021-12-24,14:41:41
4317,PCL,,,0.0,1900.0,1900.0,1900.0,0.0,31.0,1.63,1.57,63.65,1.45,228486.06,3590.0,120255820.0,2021-12-24,14:41:41
4318,STANDARD,,,1400.0,0.0,1400.0,1400.0,0.0,44.74,3.2,7.23,13.84,3.11,328535.43,23743.0,234668162.0,2021-12-24,14:41:41
4319,SUNBIRD,,,76.6,0.0,90.01,90.01,0.0,0.0,0.0,-5.01,-19.96,0.87,23545.05,-1179.85,261582580.0,2021-12-24,14:41:41
4320,TNM,,,19.5,22.92,22.92,22.92,0.0,0.4,1.75,3.36,29.78,5.24,230127.11,7728.0,10040450000.0,2021-12-24,14:41:41
4321,AIRTEL,40.0,40.0,0.0,0.0,37.0,40.0,1268500.0,2.1,5.25,5.02,19.92,18.26,440000.0,22091.0,11000000000.0,2021-12-29,15:16:38
4322,BHL,,,0.0,11.01,11.01,11.01,0.0,0.0,0.0,-4.91,-20.38,1.37,9245.66,-453.77,839750705.0,2021-12-29,15:16:38
4323,FDHB,,,14.0,15.82,15.84,15.84,0.0,0.43,2.71,12.8,7.81,4.05,109312.34,13988.78,6901031250.0,2021-12-29,15:16:38
4324,FMBCH,80.0,80.0,0.0,80.0,80.0,80.0,19715.0,0.62,0.78,5.06,19.78,3.03,196660.0,9942.0,2458250000.0,2021-12-29,15:16:38
4325,ICON,,,0.0,0.0,12.89,12.89,0.0,0.23,1.78,9.99,10.01,1.06,86105.2,8604.76,6680000000.0,2021-12-29,15:16:38
4326,ILLOVO,,,260.0,300.0,300.0,300.0,0.0,18.0,6.0,9.56,10.46,2.43,214033.32,20469.0,713444391.0,2021-12-29,15:16:38
4327,MPICO,,,17.85,20.7,20.7,20.7,0.0,0.28,1.35,8.89,11.24,1.09,47569.58,4231.03,2298047460.0,2021-12-29,15:16:38
4328,NBM,,,810.11,0.0,810.11,810.11,0.0,27.84,3.44,5.92,16.88,3.21,378266.07,22406.0,466931738.0,2021-12-29,15:16:38
4329,NBS,22.9,22.9,21.0,22.9,22.9,22.9,124250.0,1.15,5.02,10.58,9.45,3.48,66652.13,7049.75,2910573356.0,2021-12-29,15:16:38
4330,NICO,,,47.0,55.0,55.0,55.0,0.0,2.3,4.18,17.44,5.73,1.43,57367.26,10004.0,1043041096.0,2021-12-29,15:16:38
4331,NITL,94.99,94.99,90.0,109.0,94.98,94.99,24800.0,1.3,1.37,11.53,8.67,0.99,12823.65,1478.52,135000000.0,2021-12-29,15:16:38
4332,OMU,,,0.0,1785.0,2099.99,2099.99,0.0,18.25,0.87,-2.27,-44.12,2.88,34155.58,-774.07,16264639.0,2021-12-29,15:16:38
4333,PCL,,,0.0,1900.0,1900.0,1900.0,0.0,31.0,1.63,1.57,63.65,1.45,228486.06,3590.0,120255820.0,2021-12-29,15:16:38
4334,STANDARD,,,1400.0,0.0,1400.0,1400.0,0.0,44.74,3.2,7.23,13.84,3.11,328535.43,23743.0,234668162.0,2021-12-29,15:16:38
4335,SUNBIRD,,,76.6,0.0,90.01,90.01,0.0,0.0,0.0,-5.01,-19.96,0.87,23545.05,-1179.85,261582580.0,2021-12-29,15:16:38
4336,TNM,22.92,22.92,0.0,22.92,22.92,22.92,43088.0,0.4,1.75,3.36,29.78,5.24,230127.11,7728.0,10040450000.0,2021-12-29,15:16:38
4337,AIRTEL,,,0.0,40.0,40.0,40.0,0.0,2.1,5.25,5.02,19.92,18.26,440000.0,22091.0,11000000000.0,2021-12-30,14:42:46
4338,BHL,,,0.0,11.01,11.01,11.01,0.0,0.0,0.0,-4.91,-20.38,1.37,9245.66,-453.77,839750705.0,2021-12-30,14:42:46
4339,FDHB,15.81,15.81,14.0,15.81,15.84,15.81,143131.0,0.43,2.72,12.82,7.8,4.05,109105.3,13988.78,6901031250.0,2021-12-30,14:42:46
4340,FMBCH,80.0,80.0,0.0,80.0,80.0,80.0,30790.0,0.62,0.78,5.06,19.78,3.03,196660.0,9942.0,2458250000.0,2021-12-30,14:42:46
4341,ICON,,,10.96,12.89,12.89,12.89,0.0,0.23,1.78,9.99,10.01,1.06,86105.2,8604.76,6680000000.0,2021-12-30,14:42:46
4342,ILLOVO,300.0,300.0,260.0,300.0,300.0,300.0,3950.0,18.0,6.0,9.56,10.46,2.43,214033.32,20469.0,713444391.0,2021-12-30,14:42:46
4343,MPICO,,,17.85,20.7,20.7,20.7,0.0,0.28,1.35,8.89,11.24,1.09,47569.58,4231.03,2298047460.0,2021-12-30,14:42:46
4344,NBM,810.12,810.12,810.12,0.0,810.11,810.12,2131.0,27.84,3.44,5.92,16.88,3.21,378270.74,22406.0,466931738.0,2021-12-30,14:42:46
4345,NBS,22.9,22.9,21.0,22.9,22.9,22.9,13100.0,1.15,5.02,10.58,9.45,3.48,66652.13,7049.75,2910573356.0,2021-12-30,14:42:46
